Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	kmer_content
ERR330782_2	ERR330782_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2082491.0	0.0	15-100	63.0	92.2437191198105	96.896772182929	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330783_1	ERR330783_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2344119.0	0.0	15-100	63.0	94.40623564568183	98.0774243969696	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass		pass
ERR330783_2	ERR330783_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2344119.0	0.0	15-100	63.0	94.5368671541689	96.65440022456198	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass		pass
ERR330785_1	ERR330785_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1520380.0	0.0	15-100	63.0	96.23180084179921	98.07572448993015	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330785_2	ERR330785_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1520380.0	0.0	15-100	63.0	96.2447214306241	96.60860048145858	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330786_1	ERR330786_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1498421.0	0.0	15-100	63.0	95.88926737315188	98.03735932691814	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330786_2	ERR330786_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1498421.0	0.0	15-100	63.0	95.9126777443786	96.47777093353604	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330787_1	ERR330787_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2045305.0	0.0	15-100	63.0	94.5513037261857	98.00584460508335	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330787_2	ERR330787_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2045305.0	0.0	15-100	63.0	94.7401382247862	96.48355330867524	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330788_1	ERR330788_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2255530.0	0.0	15-100	63.0	89.21168630779118	97.80398753286367	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330788_2	ERR330788_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2255530.0	0.0	15-100	63.0	89.95059795749441	96.77136814850611	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330789_1	ERR330789_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1818191.0	0.0	15-100	63.0	91.69081069865115	97.92373628513177	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330789_2	ERR330789_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1818191.0	0.0	15-100	63.0	92.33190620293675	96.87963585783892	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330790_1	ERR330790_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1776149.0	0.0	15-100	63.0	90.9573070652071	97.87664886222946	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330790_2	ERR330790_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1776149.0	0.0	15-100	63.0	91.38288525330627	96.92269511172768	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330791_1	ERR330791_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2177778.0	0.0	15-100	63.0	85.73278692211245	97.74388941388884	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330791_2	ERR330791_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2177778.0	0.0	15-100	63.0	86.63999692837882	97.01145387638226	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330792_1	ERR330792_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2397896.0	0.0	15-100	63.0	88.33696779772684	97.74437590287485	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330792_2	ERR330792_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2397896.0	0.0	15-100	63.0	89.05050798019964	96.80227416034724	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330793_1	ERR330793_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1672833.0	0.0	15-100	63.0	95.41921585435578	98.03115433519066	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330793_2	ERR330793_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1672833.0	0.0	15-100	64.0	95.53855564145788	96.49153382316106	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330795_1	ERR330795_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1900483.0	0.0	15-100	63.0	95.07182194319861	97.97646493023089	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330795_2	ERR330795_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1900483.0	0.0	15-100	64.0	95.16153891755206	96.23413416484125	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330796_1	ERR330796_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1853686.0	0.0	15-100	63.0	95.08524121023271	98.04601318669937	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330796_2	ERR330796_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1853686.0	0.0	15-100	63.0	95.2227839922328	96.57320927061002	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330797_1	ERR330797_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2047257.0	0.0	15-100	63.0	94.73073532349753	98.05111131626366	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330797_2	ERR330797_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2047257.0	0.0	15-100	63.0	94.82615793035265	96.62836370812262	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330799_1	ERR330799_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2246356.0	0.0	15-100	63.0	94.48347305148204	98.03600943038414	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330799_2	ERR330799_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2246356.0	0.0	15-100	63.0	94.57396634541885	96.54766208027579	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330800_1	ERR330800_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1664269.0	0.0	15-100	63.0	95.7181332659982	98.00545825224168	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330800_2	ERR330800_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1664269.0	0.0	15-100	63.0	95.72523318313445	96.57362361493244	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330801_1	ERR330801_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1428234.0	0.0	15-100	63.0	96.17001455323175	97.99937965347415	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330801_2	ERR330801_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1428234.0	0.0	15-100	63.0	96.39400228783727	96.20571559002236	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330802_1	ERR330802_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1537475.0	0.0	15-100	63.0	95.98671324629126	97.97456739133969	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330802_2	ERR330802_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1537475.0	0.0	15-100	63.0	96.19027780279247	95.9485962373372	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330803_1	ERR330803_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1571096.0	0.0	15-100	63.0	95.90975078031278	97.97502635103139	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330803_2	ERR330803_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1571096.0	0.0	15-100	63.0	96.06577890044356	96.17489828756486	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330804_1	ERR330804_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1900819.0	0.0	15-100	63.0	94.73045794162633	98.03753539921476	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330804_2	ERR330804_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1900819.0	0.0	15-100	63.0	94.87183725279544	96.52006740252492	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330805_1	ERR330805_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1505118.0	0.0	15-100	63.0	95.97404525979076	98.01505131159152	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass		
ERR330805_2	ERR330805_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1505118.0	0.0	15-100	63.0	96.1154663053576	96.64906671769256	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass		
ERR330807_1	ERR330807_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2155097.0	0.0	15-100	51.0	97.1299361902723	98.56461310094163	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass		
ERR330807_2	ERR330807_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2155097.0	0.0	15-100	51.0	97.17276000721827	97.72024925096179	pass	pass	pass	warn	fail	pass	warn	pass	pass	pass		
ERR330808_1	ERR330808_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2434515.0	0.0	15-100	63.0	92.02047527714457	97.95030385929024	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330808_2	ERR330808_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2434515.0	0.0	15-100	63.0	92.475631292975	96.82429724195579	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR330809_1	ERR330809_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2616276.0	0.0	15-100	64.0	90.47267500126294	97.89185850422508	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330809_2	ERR330809_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2616276.0	0.0	15-100	64.0	91.07556023673776	96.58462945040966	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR330810_1	ERR330810_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2542210.0	0.0	15-100	63.0	89.74300235564819	97.88600548341797	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR330810_2	ERR330810_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2542210.0	0.0	15-100	63.0	90.35485305546617	96.69380420972304	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330811_1	ERR330811_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1445721.0	0.0	15-100	63.0	95.99189687114726	97.98260383573317	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330811_2	ERR330811_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1445721.0	0.0	15-100	64.0	96.04507326901071	96.08805018395665	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330812_1	ERR330812_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2316557.0	0.0	15-100	63.0	92.41636665459455	97.95950801124255	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330812_2	ERR330812_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2316557.0	0.0	15-100	63.0	92.8951404418959	96.69741517260313	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330813_1	ERR330813_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2797551.0	0.0	15-100	63.0	89.13272317695393	97.92921523146495	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330813_2	ERR330813_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2797551.0	0.0	15-100	63.0	89.83129018188028	96.86716274341379	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330814_1	ERR330814_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2641501.0	0.0	15-100	63.0	93.07415585653384	98.00123263250705	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330814_2	ERR330814_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2641501.0	0.0	15-100	63.0	93.35633215960296	96.75106766948035	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR330815_1	ERR330815_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2148513.0	0.0	15-100	63.0	91.8836222278884	97.92412240465848	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330815_2	ERR330815_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2148513.0	0.0	15-100	63.0	92.38424031927148	96.7315850544074	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330816_1	ERR330816_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2217936.0	0.0	15-100	63.0	92.58875264270401	97.94426980760491	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330816_2	ERR330816_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2217936.0	0.0	15-100	63.0	92.91148214327909	96.8881798212392	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330818_1	ERR330818_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1506156.0	0.0	15-100	63.0	93.53726760493686	97.83810441946252	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330818_2	ERR330818_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1506156.0	0.0	15-100	63.0	93.97732624868888	96.57760019546448	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330819_1	ERR330819_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2469569.0	0.0	15-100	63.0	93.80132472165307	98.03562726937372	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR330819_2	ERR330819_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2469569.0	0.0	15-100	63.0	93.91093024427606	96.56920620561725	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR330820_1	ERR330820_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1828341.0	0.0	15-100	63.0	94.1033938607282	97.95238196813395	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330820_2	ERR330820_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1828341.0	0.0	15-100	63.0	94.31316943386683	96.69651449045884	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330821_1	ERR330821_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2427477.0	0.0	15-100	63.0	89.88712606803519	97.90805927306417	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330821_2	ERR330821_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2427477.0	0.0	15-100	63.0	90.37922717179897	96.96810474414382	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		fail
ERR330822_1	ERR330822_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2171931.0	0.0	15-100	63.0	94.61974581647036	98.03019432937786	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330822_2	ERR330822_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2171931.0	0.0	15-100	63.0	94.63748333204266	96.62390103553014	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330823_1	ERR330823_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2303408.0	0.0	15-100	63.0	94.33772800330286	98.01512628244757	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR330823_2	ERR330823_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2303408.0	0.0	15-100	63.0	94.4515468458832	96.43668164736772	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330824_1	ERR330824_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2143758.0	0.0	15-100	63.0	94.70717389790062	98.04411412109016	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330824_2	ERR330824_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2143758.0	0.0	15-100	63.0	94.66145077297452	96.75056792790977	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330825_1	ERR330825_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1804490.0	0.0	15-100	63.0	95.25508285453587	98.06945896070359	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330825_2	ERR330825_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1804490.0	0.0	15-100	63.0	95.32765869686462	96.5892379564309	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330826_1	ERR330826_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1895381.0	0.0	15-100	64.0	90.60292117236332	97.86195915227599	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330826_2	ERR330826_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1895381.0	0.0	15-100	64.0	91.21970651138292	96.77428970745196	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330827_1	ERR330827_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1721222.0	0.0	15-100	64.0	95.36050528956812	98.00980582400179	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330827_2	ERR330827_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1721222.0	0.0	15-100	64.0	95.47626327090737	96.53907282151866	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330829_1	ERR330829_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2497377.0	0.0	15-100	63.0	93.3791407971038	98.01509663939406	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330829_2	ERR330829_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2497377.0	0.0	15-100	64.0	93.50376326965043	96.76319754686617	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330836_1	ERR330836_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2593269.0	0.0	15-100	63.0	93.2620019608725	97.84060427205971	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR330836_2	ERR330836_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2593269.0	0.0	15-100	63.0	93.26875985571925	96.2681133349452	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330837_1	ERR330837_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2860859.0	0.0	15-100	63.0	88.73474835269757	97.65883533582047	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330837_2	ERR330837_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2860859.0	0.0	15-100	63.0	89.2546377346446	96.3112988092038	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330838_1	ERR330838_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2533200.0	0.0	15-100	63.0	91.26771785864436	97.65561266382441	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		fail
ERR330838_2	ERR330838_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2533200.0	0.0	15-100	64.0	91.69468718032307	96.06063240170535	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330839_1	ERR330839_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2405550.0	0.0	15-100	63.0	94.27357112304595	97.77448317432604	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		fail
ERR330839_2	ERR330839_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2405550.0	0.0	15-100	63.0	94.60042992730557	95.92552139843279	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		fail
ERR330840_1	ERR330840_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2331373.0	0.0	15-100	63.0	94.36643899828256	97.80936212266334	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR330840_2	ERR330840_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2331373.0	0.0	15-100	63.0	94.47152477419645	96.06492225825725	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330841_1	ERR330841_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2546427.0	0.0	15-100	63.0	90.63658004916707	97.65249975750336	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330841_2	ERR330841_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2546427.0	0.0	15-100	63.0	91.13176890813986	96.17632706533507	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		fail
ERR330842_1	ERR330842_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2580509.0	0.0	15-100	63.0	93.73627366742451	97.82500661691162	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330842_2	ERR330842_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2580509.0	0.0	15-100	63.0	93.91535364024308	96.23181705624744	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR330843_1	ERR330843_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2463586.0	0.0	15-100	63.0	94.0101949835663	97.83262041593028	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR330843_2	ERR330843_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2463586.0	0.0	15-100	63.0	94.1119742314891	96.04607429982148	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR330844_1	ERR330844_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2478302.0	0.0	15-100	63.0	94.04855897152204	97.78424582637629	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330844_2	ERR330844_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2478302.0	0.0	15-100	63.0	94.12194451317009	96.0549384215483	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330845_1	ERR330845_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2255039.0	0.0	15-100	63.0	94.61040929380418	97.87169800610987	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		pass
ERR330845_2	ERR330845_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2255039.0	0.0	15-100	63.0	94.66495398008033	96.1730178502456	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330846_1	ERR330846_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2526838.0	0.0	15-100	63.0	92.16255572138968	97.72295889170576	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330846_2	ERR330846_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2526838.0	0.0	15-100	63.0	92.52900638380498	96.16587767003662	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
